1,Acct-Status-Type,nil
2,NAS-IP-Address,nil
3,NAS-Port,nil
4,Acct-Session-Id,nil
5,Acme-Session-Ingress-CallId,3
6,Acme-Session--Egress-CallId,4
7,Acme-Session-Protocol-Type,43
8,Acme-Session-Forked-Call-Id,171
9,Acme-Session--Generic-Id,40
10,Calling-Station-Id,nil
11,Called-Station-Id,nil
12,h323-setup-time,nil
13,h323-connect-time,nil
14,Acme-Egress-Network-Interface-Id,139
15,Acme-Egress-Vlan-Tag-Value,140
16,Acme-Ingress-Network-Interface-Id,137
17,Acme-Ingress-Vlan-Tag-Value,138
18,Acme-Session-Egress-Realm,42
19,Acme-Session-Ingress-Realm,41
20,Acme-FlowId_FS1_F,1
21,Acme-FlowType_FS1_F,2
22,Acme-Flow-In-Realm_FS1_F,10
23,Acme-Flow-In-Src-Addr_FS1_F,11
24,Acme-Flow-In-Src-Port_FS1_F,12
25,Acme-Flow-In-Dst-Addr_FS1_F,13
26,Acme-Flow-In-Dst-Port_FS1_F,14
27,Acme-Flow-Out-Realm_FS1_F,20
28,Acme-Flow-Out-Src-Addr_FS1_F,21
29,Acme-Flow-Out-Src-Port_FS1_F,22
30,Acme-Flow-Out-Dst-Addr_FS1_F,23
31,Acme-Flow-Out-Dst-Port_FS1_F,24
32,Acme-FlowID_FS1_R,78
33,Acme-FlowType_FS1_R,79
34,Acme-Flow-In-Realm_FS1_R,80
35,Acme-Flow-In-Src-Addr_FS1_R,81
36,Acme-Flow-In-Src-Port_FS1_R,82
37,Acme-Flow-In-Dst-Addr_FS1_R,83
38,Acme-Flow-In-Dst-Port_FS1_R,84
39,Acme-Flow-Out-Realm_FS1_R,85
40,Acme-Flow-Out-Src-Addr_FS1_R,86
41,Acme-Flow-Out-Src-Port_FS1_R,87
42,Acme-Flow-Out-Dst-Addr_FS1_R,88
43,Acme-Flow-Out-Dst-Port_FS1_R,89
44,Acme-FlowID_FS2_F,90
45,Acme-FlowType_FS2_F,91
46,Acme-Flow-In-Realm_FS2_F,92
47,Acme-Flow-In-Src-Addr_FS2_F,93
48,Acme-Flow-In-Src-Port_FS2_F,94
49,Acme-Flow-In-Dst-Addr_FS2_F,95
50,Acme-Flow-In-Dst-Port_FS2_F,96
51,Acme-Flow-Out-Realm_FS2_F,97
52,Acme-Flow-Out-Src-Addr_FS2_F,98
53,Acme-Flow-Out-Src-Port_FS2_F,99
54,Acme-Flow-Out-Dst-Addr_FS2_F,100
55,Acme-Flow-Out-Dst-Port_FS2_F,101
56,Acme-FlowID_FS2_R,112
57,Acme-FlowType_FS2_R,113
58,Acme-Flow-In-Realm_FS2_R,114
59,Acme-Flow-In-Src-Addr_FS2_R,115
60,Acme-Flow-In-Src-Port_FS2_R,116
61,Acme-Flow-In-Dst-Addr_FS2_R,117
62,Acme-Flow-In-Dst-Port_FS2_R,118
63,Acme-Flow-Out-Realm_FS2_R,119
64,Acme-Flow-Out-Src-Addr_FS2_R,120
65,Acme-Flow-Out-Src-Port_FS2_R,121
66,Acme-Flow-Out-Dst-Addr_FS2_R,122
67,Acme-Flow-Out-Dst-Port_FS2_R,123
68,Acme-Session-Charging-Vector,54
69,Acme-Session-Charging-Function_Address,55
70,Acme-Firmware-Version,56
71,Acme-Local-Time-Zone,57
72,Acme-Post-Dial-Delay,58
73,Acme-Primary-Routing-Number,64
74,Acme-Originating-Trunk-Group,65
75,Acme-Terminating-Trunk-Group,66
76,Acme-Originating-Trunk-Context,67
77,Acme-Terminating-Trunk-Context,68
78,Acme-P-Asserted-ID,69
79,Acme-Ingress-Local-Addr,74
80,Acme-Ingress-Remote-Addr,75
81,Acme-Egress-Local-Addr,76
82,Acme-Egress-Remote-Addr,77
83,Acme-SIP-Diversion,70
84,Acme-Egress-Final-Routing-Number,134
85,Acme-Session-Ingress-RPH,135
86,Acme-Session-Egress-RPH,136
87,Acme-Custom-VSA-200,200
88,Acme-Custom-VSA-201,201
89,Acme-Custom-VSA-202,202
90,Acme-Custom-VSA-203,203
91,Acme-Custom-VSA-204,204
92,Acme-Custom-VSA-205,205
93,Acme-Custom-VSA-206,206
94,Acme-Custom-VSA-207,207
95,Acme-Custom-VSA-208,208
96,Acme-Custom-VSA-209,209
97,Acme-Custom-VSA-210,210
98,Acme-Custom-VSA-211,211
99,Acme-Custom-VSA-212,212
100,Acme-Custom-VSA-213,213
101,Acme-Custom-VSA-214,214
102,Acme-Custom-VSA-215,215
103,Acme-Custom-VSA-216,216
104,Acme-Custom-VSA-217,217
105,Acme-Custom-VSA-218,218
106,Acme-Custom-VSA-219,219
107,Acme-Custom-VSA-220,220
108,Acme-Custom-VSA-221,221
109,Acme-Custom-VSA-222,222
110,Acme-Custom-VSA-223,223
111,Acme-Custom-VSA-224,224
112,Acme-Custom-VSA-225,225
113,Acme-Custom-VSA-226,226
114,Acme-Custom-VSA-227,227
115,Acme-Custom-VSA-228,228
116,Acme-Custom-VSA-229,229
117,Acme-Custom-VSA-230,230
118,Acme-CDR-Sequence-Number,59
