1,Acct-Status-Type,nil
2,NAS-IP-Address,nil
3,NAS-Port,nil
4,Acct-Session-Id,nil
5,Acme-Session-Ingress-CallId,3
6,Acme-Session--Egress-CallId,4
7,Acme-Session-Forked-Call-Id,171
8,Acme-Session-Protocol-Type,43
9,Acme-Session--Generic-Id,40
10,Calling-Station-Id,nil
11,Called-Station-Id,nil
12,h323-setup-time,nil
13,h323-connect-time,nil
14,Acme-Egress-Network-Interface-Id,139
15,Acme-Egress-Vlan-Tag-Value,140
16,Acme-Ingress-Network-Interface-Id,137
17,Acme-Ingress-Vlan-Tag-Value,138
18,Acme-Session-Egress-Realm,42
19,Acme-Session-Ingress-Realm,41
20,Acme-Session-Media-Process,150
21,Acme-FlowId_FS1_F,1
22,Acme-FlowType_FS1_F,2
23,Acme-FlowMediaType_FS1_F,142
24,Acme-Flow-PTime_FS1_F,146
25,Acme-Flow-In-Realm_FS1_F,10
26,Acme-Flow-In-Src-Addr_FS1_F,11
27,Acme-Flow-In-Src-Port_FS1_F,12
28,Acme-Flow-In-Dst-Addr_FS1_F,13
29,Acme-Flow-In-Dst-Port_FS1_F,14
30,Acme-Flow-Out-Realm_FS1_F,20
31,Acme-Flow-Out-Src-Addr_FS1_F,21
32,Acme-Flow-Out-Src-Port_FS1_F,22
33,Acme-Flow-Out-Dst-Addr_FS1_F,23
34,Acme-Flow-Out-Dst-Port_FS1_F,24
35,Acme-FlowID_FS1_R,78
36,Acme-FlowType_FS1_R,79
37,Acme-FlowMediaType_FS1_R,143
38,Acme-Flow-PTime_FS1_R,147
39,Acme-Flow-In-Realm_FS1_R,80
40,Acme-Flow-In-Src-Addr_FS1_R,81
41,Acme-Flow-In-Src-Port_FS1_R,82
42,Acme-Flow-In-Dst-Addr_FS1_R,83
43,Acme-Flow-In-Dst-Port_FS1_R,84
44,Acme-Flow-Out-Realm_FS1_R,85
45,Acme-Flow-Out-Src-Addr_FS1_R,86
46,Acme-Flow-Out-Src-Port_FS1_R,87
47,Acme-Flow-Out-Dst-Addr_FS1_R,88
48,Acme-Flow-Out-Dst-Port_FS1_R,89
49,Acme-FlowID_FS2_F,90
50,Acme-FlowType_FS2_F,91
51,Acme-FlowMediaType_FS2_F,144
52,Acme-Flow-PTime_FS2_F,158
53,Acme-Flow-In-Realm_FS2_F,92
54,Acme-Flow-In-Src-Addr_FS2_F,93
55,Acme-Flow-In-Src-Port_FS2_F,94
56,Acme-Flow-In-Dst-Addr_FS2_F,95
57,Acme-Flow-In-Dst-Port_FS2_F,96
58,Acme-Flow-Out-Realm_FS2_F,97
59,Acme-Flow-Out-Src-Addr_FS2_F,98
60,Acme-Flow-Out-Src-Port_FS2_F,99
61,Acme-Flow-Out-Dst-Addr_FS2_F,100
62,Acme-Flow-Out-Dst-Port_FS2_F,101
63,Acme-FlowID_FS2_R,112
64,Acme-FlowType_FS2_R,113
65,Acme-FlowMediaType_FS2_R,145
66,Acme-Flow-PTime_FS2_R,149
67,Acme-Flow-In-Realm_FS2_R,114
68,Acme-Flow-In-Src-Addr_FS2_R,115
69,Acme-Flow-In-Src-Port_FS2_R,116
70,Acme-Flow-In-Dst-Addr_FS2_R,117
71,Acme-Flow-In-Dst-Port_FS2_R,118
72,Acme-Flow-Out-Realm_FS2_R,119
73,Acme-Flow-Out-Src-Addr_FS2_R,120
74,Acme-Flow-Out-Src-Port_FS2_R,121
75,Acme-Flow-Out-Dst-Addr_FS2_R,122
76,Acme-Flow-Out-Dst-Port_FS2_R,123
77,Acme-Session-Charging-Vector,54
78,Acme-Session-Charging-Function_Address,55
79,Acme-Firmware-Version,56
80,Acme-Local-Time-Zone,57
81,Acme-Post-Dial-Delay,58
82,Acme-Primary-Routing-Number,64
83,Acme-Originating-Trunk-Group,65
84,Acme-Terminating-Trunk-Group,66
85,Acme-Originating-Trunk-Context,67
86,Acme-Terminating-Trunk-Context,68
87,Acme-P-Asserted-ID,69
88,Acme-Ingress-Local-Addr,74
89,Acme-Ingress-Remote-Addr,75
90,Acme-Egress-Local-Addr,76
91,Acme-Egress-Remote-Addr,77
92,Acme-SIP-Diversion,70
93,Acme-Egress-Final-Routing-Number,134
94,Acme-Session-Ingress-RPH,135
95,Acme-Session-Egress-RPH,136
96,Acme-Custom-VSA-200,200
97,Acme-Custom-VSA-201,201
98,Acme-Custom-VSA-202,202
99,Acme-Custom-VSA-203,203
100,Acme-Custom-VSA-204,204
101,Acme-Custom-VSA-205,205
102,Acme-Custom-VSA-206,206
103,Acme-Custom-VSA-207,207
104,Acme-Custom-VSA-208,208
105,Acme-Custom-VSA-209,209
106,Acme-Custom-VSA-210,210
107,Acme-Custom-VSA-211,211
108,Acme-Custom-VSA-212,212
109,Acme-Custom-VSA-213,213
110,Acme-Custom-VSA-214,214
111,Acme-Custom-VSA-215,215
112,Acme-Custom-VSA-216,216
113,Acme-Custom-VSA-217,217
114,Acme-Custom-VSA-218,218
115,Acme-Custom-VSA-219,219
116,Acme-Custom-VSA-220,220
117,Acme-Custom-VSA-221,221
118,Acme-Custom-VSA-222,222
119,Acme-Custom-VSA-223,223
120,Acme-Custom-VSA-224,224
121,Acme-Custom-VSA-225,225
122,Acme-Custom-VSA-226,226
123,Acme-Custom-VSA-227,227
124,Acme-Custom-VSA-228,228
125,Acme-Custom-VSA-229,229
126,Acme-Custom-VSA-230,230
127,Acme-CDR-Sequence-Number,59
