1,Acct-Status-Type,nil
2,NAS-IP-Address,nil
3,NAS-Port,nil
4,Acct-Session-Id,nil
5,Acme-Session-Ingress-CallId,3
6,Acme-Session--Egress-CallId,4
7,Acme-Session-Protocol-Type,43
8,Acme-Session-Forked-Call-Id,171
9,Acme-Session--Generic-Id,40
10,Calling-Station-Id,nil
11,Called-Station-Id,nil
12,Acct-Terminate-Cause,nil
13,Acct-Session-Time,nil
14,h323-setup-time,nil
15,h323-connect-time,nil
16,h323-disconnect-time,nil
17,h323-disconnect-cause,nil
18,Acme-Egress-Network-Interface-Id,139
19,Acme-Egress-Vlan-Tag-Value,140
20,Acme-Ingress-Network-Interface-Id,137
21,Acme-Ingress-Vlan-Tag-Value,138
22,Acme-Session-Egress-Realm,42
23,Acme-Session-Ingress-Realm,41
24,Acme-FlowId_FS1_F,1
25,Acme-FlowType_FS1_F,2
26,Acme-Flow-In-Realm_FS1_F,10
27,Acme-Flow-In-Src-Addr_FS1_F,11
28,Acme-Flow-In-Src-Port_FS1_F,12
29,Acme-Flow-In-Dst-Addr_FS1_F,13
30,Acme-Flow-In-Dst-Port_FS1_F,14
31,Acme-Flow-Out-Realm_FS1_F,20
32,Acme-Flow-Out-Src-Addr_FS1_F,21
33,Acme-Flow-Out-Src-Port_FS1_F,22
34,Acme-Flow-Out-Dst-Addr_FS1_F,23
35,Acme-Flow-Out-Dst-Port_FS1_F,24
36,Acme-Calling-RTCP-Packets-Lost_FS1,32
37,Acme-Calling-RTCP-Avg-Jitter_FS1,33
38,Acme-Calling-RTCP-Avg-Latency_FS1,34
39,Acme-Calling-RTCP-MaxJitter_FS1,35
40,Acme-Calling-RTCP-MaxLatency_FS1,36
41,Acme-Calling-RTP-Packets-Lost_FS1,37
42,Acme-Calling-RTP-Avg-Jitter_FS1,38
43,Acme-Calling-RTP-MaxJitter_FS1,39
44,Acme-Calling-Octets_FS1,28
45,Acme-Calling-Packets_FS1,29
46,Acme-Calling-R-Factor,151
47,Acme-Calling-MOS,152
48,Acme-FlowID_FS1_R,78
49,Acme-FlowType_FS1_R,79
50,Acme-Flow-In-Realm_FS1_R,80
51,Acme-Flow-In-Src-Addr_FS1_R,81
52,Acme-Flow-In-Src-Port_FS1_R,82
53,Acme-Flow-In-Dst-Addr_FS1_R,83
54,Acme-Flow-In-Dst-Port_FS1_R,84
55,Acme-Flow-Out-Realm_FS1_R,85
56,Acme-Flow-Out-Src-Addr_FS1_R,86
57,Acme-Flow-Out-Src-Port_FS1_R,87
58,Acme-Flow-Out-Dst-Addr_FS1_R,88
59,Acme-Flow-Out-Dst-Port_FS1_R,89
60,Acme-Called-RTCP-Packets-Lost_FS1,46
61,Acme-Called-RTCP-Avg-Jitter_FS1,47
62,Acme-Called-RTCP-Avg-Latency_FS1,48
63,Acme-Called-RTCP-MaxJitter_FS1,49
64,Acme-Called-RTCP-MaxLatency_FS1,50
65,Acme-Called-RTP-Packets-Lost_FS1,51
66,Acme-Called-RTP-Avg-Jitter_FS1,52
67,Acme-Called-RTP-MaxJitter_FS1,53
68,Acme-Called-Octets_FS1,44
69,Acme-Called-Packets_FS1,45
70,Acme-Called-R-Factor,153
71,Acme-Called-MOS,154
72,Acme-FlowID_FS2_F,90
73,Acme-FlowType_FS2_F,91
74,Acme-Flow-In-Realm_FS2_F,92
75,Acme-Flow-In-Src-Addr_FS2_F,93
76,Acme-Flow-In-Src-Port_FS2_F,94
77,Acme-Flow-In-Dst-Addr_FS2_F,95
